source,index,annotation
data/train/20250310_102642_frame_109_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_102642_frame_109_ok_ok_rd4_rw8.json
data/train/20250310_102726_frame_110_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_102726_frame_110_ok_ok_rd4_rw8.json
data/train/20250310_102804_frame_111_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_102804_frame_111_ok_ok_rd4_rw8.json
data/train/20250310_121409_frame_112_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_121409_frame_112_ok_ok_rd4_rw8.json
data/train/20250310_121444_frame_113_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_121444_frame_113_ok_ok_rd4_rw8.json
data/train/20250310_121521_frame_114_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_121521_frame_114_ok_ok_rd4_rw8.json
data/train/20250310_121609_frame_115_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_121609_frame_115_ok_ok_rd4_rw8.json
data/train/20250310_121650_frame_116_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_121650_frame_116_ok_ok_rd4_rw8.json
data/train/20250310_121727_frame_117_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_121727_frame_117_ok_ok_rd4_rw8.json
data/train/20250310_121812_frame_118_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_121812_frame_118_ok_ok_rd4_rw8.json
data/train/20250310_121853_frame_119_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_121853_frame_119_ok_ok_rd4_rw8.json
data/train/20250310_121925_frame_120_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_121925_frame_120_ok_ok_rd4_rw8.json
data/train/20250310_122038_frame_121_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_122038_frame_121_ok_ok_rd4_rw8.json
data/train/20250310_122105_frame_122_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_122105_frame_122_ok_ok_rd4_rw8.json
data/train/20250310_122545_frame_123_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_122545_frame_123_ok_ok_rd4_rw8.json
data/train/20250310_122629_frame_124_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_122629_frame_124_ok_ok_rd4_rw8.json
data/train/20250310_122727_frame_125_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_122727_frame_125_ok_ok_rd4_rw8.json
data/train/20250310_122805_frame_126_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_122805_frame_126_ok_ok_rd4_rw8.json
data/train/20250310_122852_frame_127_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_122852_frame_127_ok_ok_rd4_rw8.json
data/train/20250310_123024_frame_128_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_123024_frame_128_ok_ok_rd4_rw8.json
data/train/20250310_123111_frame_129_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_123111_frame_129_ok_ok_rd4_rw8.json
data/train/20250310_123201_frame_130_ok_ok_rd4_rw8.cu3s,0,data/train/20250310_123201_frame_130_ok_ok_rd4_rw8.json
data/train/20250310_125100_frame_2_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_125100_frame_2_ok_ok_rdx_rwx.json
data/train/20250310_125142_frame_3_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_125142_frame_3_ok_ok_rdx_rwx.json
data/train/20250310_125244_frame_4_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_125244_frame_4_ok_ok_rdx_rwx.json
data/train/20250310_125313_frame_5_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_125313_frame_5_ok_ok_rdx_rwx.json
data/train/20250310_134131_frame_6_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134131_frame_6_ok_ok_rdx_rwx.json
data/train/20250310_134300_frame_7_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134300_frame_7_ok_ok_rdx_rwx.json
data/train/20250310_134344_frame_8_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134344_frame_8_ok_ok_rdx_rwx.json
data/train/20250310_134433_frame_9_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134433_frame_9_ok_ok_rdx_rwx.json
data/train/20250310_134519_frame_10_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134519_frame_10_ok_ok_rdx_rwx.json
data/train/20250310_134606_frame_11_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134606_frame_11_ok_ok_rdx_rwx.json
data/train/20250310_134651_frame_12_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134651_frame_12_ok_ok_rdx_rwx.json
data/train/20250310_134721_frame_13_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134721_frame_13_ok_ok_rdx_rwx.json
data/train/20250310_134746_frame_14_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134746_frame_14_ok_ok_rdx_rwx.json
data/train/20250310_134816_frame_15_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134816_frame_15_ok_ok_rdx_rwx.json
data/train/20250310_134850_frame_16_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134850_frame_16_ok_ok_rdx_rwx.json
data/train/20250310_134934_frame_17_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_134934_frame_17_ok_ok_rdx_rwx.json
data/train/20250310_135019_frame_18_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135019_frame_18_ok_ok_rdx_rwx.json
data/train/20250310_135101_frame_19_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135101_frame_19_ok_ok_rdx_rwx.json
data/train/20250310_135200_frame_20_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135200_frame_20_ok_ok_rdx_rwx.json
data/train/20250310_135244_frame_21_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135244_frame_21_ok_ok_rdx_rwx.json
data/train/20250310_135329_frame_22_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135329_frame_22_ok_ok_rdx_rwx.json
data/train/20250310_135415_frame_23_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135415_frame_23_ok_ok_rdx_rwx.json
data/train/20250310_135506_frame_24_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135506_frame_24_ok_ok_rdx_rwx.json
data/train/20250310_135536_frame_25_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135536_frame_25_ok_ok_rdx_rwx.json
data/train/20250310_135623_frame_26_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135623_frame_26_ok_ok_rdx_rwx.json
data/train/20250310_135703_frame_27_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135703_frame_27_ok_ok_rdx_rwx.json
data/train/20250310_135753_frame_28_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135753_frame_28_ok_ok_rdx_rwx.json
data/train/20250310_135839_frame_30_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135839_frame_30_ok_ok_rdx_rwx.json
data/train/20250310_135922_frame_31_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_135922_frame_31_ok_ok_rdx_rwx.json
data/train/20250310_140006_frame_32_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_140006_frame_32_ok_ok_rdx_rwx.json
data/train/20250310_140040_frame_33_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_140040_frame_33_ok_ok_rdx_rwx.json
data/train/20250310_141103_frame_34_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_141103_frame_34_ok_ok_rdx_rwx.json
data/train/20250310_141139_frame_35_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_141139_frame_35_ok_ok_rdx_rwx.json
data/train/20250310_141212_frame_36_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_141212_frame_36_ok_ok_rdx_rwx.json
data/train/20250310_141333_frame_37_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_141333_frame_37_ok_ok_rdx_rwx.json
data/train/20250310_141409_frame_38_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_141409_frame_38_ok_ok_rdx_rwx.json
data/train/20250310_141436_frame_39_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_141436_frame_39_ok_ok_rdx_rwx.json
data/train/20250310_141723_frame_40_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_141723_frame_40_ok_ok_rdx_rwx.json
data/train/20250310_141801_frame_41_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_141801_frame_41_ok_ok_rdx_rwx.json
data/train/20250310_141832_frame_42_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_141832_frame_42_ok_ok_rdx_rwx.json
data/train/20250310_141916_frame_43_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_141916_frame_43_ok_ok_rdx_rwx.json
data/train/20250310_142043_frame_44_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_142043_frame_44_ok_ok_rdx_rwx.json
data/train/20250310_142125_frame_45_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_142125_frame_45_ok_ok_rdx_rwx.json
data/train/20250310_142219_frame_46_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_142219_frame_46_ok_ok_rdx_rwx.json
data/train/20250310_142256_frame_47_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_142256_frame_47_ok_ok_rdx_rwx.json
data/train/20250310_142338_frame_48_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_142338_frame_48_ok_ok_rdx_rwx.json
data/train/20250310_142453_frame_49_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_142453_frame_49_ok_ok_rdx_rwx.json
data/train/20250310_142532_frame_50_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_142532_frame_50_ok_ok_rdx_rwx.json
data/train/20250310_143401_frame_51_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_143401_frame_51_ok_ok_rdx_rwx.json
data/train/20250310_143432_frame_52_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_143432_frame_52_ok_ok_rdx_rwx.json
data/train/20250310_143457_frame_53_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_143457_frame_53_ok_ok_rdx_rwx.json
data/train/20250310_143535_frame_54_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_143535_frame_54_ok_ok_rdx_rwx.json
data/train/20250310_143613_frame_55_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_143613_frame_55_ok_ok_rdx_rwx.json
data/train/20250310_143647_frame_56_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_143647_frame_56_ok_ok_rdx_rwx.json
data/train/20250310_143715_frame_57_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_143715_frame_57_ok_ok_rdx_rwx.json
data/train/20250310_143754_frame_58_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_143754_frame_58_ok_ok_rdx_rwx.json
data/train/20250310_143833_frame_59_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_143833_frame_59_ok_ok_rdx_rwx.json
data/train/20250310_143919_frame_60_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_143919_frame_60_ok_ok_rdx_rwx.json
data/train/20250310_144022_frame_61_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144022_frame_61_ok_ok_rdx_rwx.json
data/train/20250310_144112_frame_62_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144112_frame_62_ok_ok_rdx_rwx.json
data/train/20250310_144145_frame_63_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144145_frame_63_ok_ok_rdx_rwx.json
data/train/20250310_144228_frame_64_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144228_frame_64_ok_ok_rdx_rwx.json
data/train/20250310_144256_frame_65_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144256_frame_65_ok_ok_rdx_rwx.json
data/train/20250310_144334_frame_66_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144334_frame_66_ok_ok_rdx_rwx.json
data/train/20250310_144411_frame_67_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144411_frame_67_ok_ok_rdx_rwx.json
data/train/20250310_144440_frame_68_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144440_frame_68_ok_ok_rdx_rwx.json
data/train/20250310_144518_frame_69_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144518_frame_69_ok_ok_rdx_rwx.json
data/train/20250310_144611_frame_70_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144611_frame_70_ok_ok_rdx_rwx.json
data/train/20250310_144643_frame_71_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144643_frame_71_ok_ok_rdx_rwx.json
data/train/20250310_144719_frame_72_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144719_frame_72_ok_ok_rdx_rwx.json
data/train/20250310_144759_frame_73_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144759_frame_73_ok_ok_rdx_rwx.json
data/train/20250310_144833_frame_74_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144833_frame_74_ok_ok_rdx_rwx.json
data/train/20250310_144912_frame_75_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144912_frame_75_ok_ok_rdx_rwx.json
data/train/20250310_144948_frame_76_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_144948_frame_76_ok_ok_rdx_rwx.json
data/train/20250310_145026_frame_77_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145026_frame_77_ok_ok_rdx_rwx.json
data/train/20250310_145054_frame_78_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145054_frame_78_ok_ok_rdx_rwx.json
data/train/20250310_145135_frame_79_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145135_frame_79_ok_ok_rdx_rwx.json
data/train/20250310_145206_frame_80_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145206_frame_80_ok_ok_rdx_rwx.json
data/train/20250310_145240_frame_81_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145240_frame_81_ok_ok_rdx_rwx.json
data/train/20250310_145316_frame_82_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145316_frame_82_ok_ok_rdx_rwx.json
data/train/20250310_145333_frame_83_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145333_frame_83_ok_ok_rdx_rwx.json
data/train/20250310_145354_frame_84_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145354_frame_84_ok_ok_rdx_rwx.json
data/train/20250310_145428_frame_85_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145428_frame_85_ok_ok_rdx_rwx.json
data/train/20250310_145504_frame_86_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145504_frame_86_ok_ok_rdx_rwx.json
data/train/20250310_145528_frame_87_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145528_frame_87_ok_ok_rdx_rwx.json
data/train/20250310_145604_frame_88_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145604_frame_88_ok_ok_rdx_rwx.json
data/train/20250310_145638_frame_89_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145638_frame_89_ok_ok_rdx_rwx.json
data/train/20250310_145714_frame_90_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145714_frame_90_ok_ok_rdx_rwx.json
data/train/20250310_145734_frame_91_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145734_frame_91_ok_ok_rdx_rwx.json
data/train/20250310_145810_frame_92_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145810_frame_92_ok_ok_rdx_rwx.json
data/train/20250310_145849_frame_93_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145849_frame_93_ok_ok_rdx_rwx.json
data/train/20250310_145930_frame_94_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_145930_frame_94_ok_ok_rdx_rwx.json
data/train/20250310_150006_frame_95_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_150006_frame_95_ok_ok_rdx_rwx.json
data/train/20250310_150034_frame_96_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_150034_frame_96_ok_ok_rdx_rwx.json
data/train/20250310_150105_frame_97_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_150105_frame_97_ok_ok_rdx_rwx.json
data/train/20250310_150149_frame_98_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_150149_frame_98_ok_ok_rdx_rwx.json
data/train/20250310_150224_frame_99_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_150224_frame_99_ok_ok_rdx_rwx.json
data/train/20250310_150328_frame_100_ok_ok_rdx_rwx.cu3s,0,data/train/20250310_150328_frame_100_ok_ok_rdx_rwx.json
data/val/20250310_083936_frame_29_ok_ok_rd4_rw8.cu3s,0,data/val/20250310_083936_frame_29_ok_ok_rd4_rw8.json
data/val/20250310_084228_frame_30_ok_ok_rd4_rw8.cu3s,0,data/val/20250310_084228_frame_30_ok_ok_rd4_rw8.json
data/val/20250310_084302_frame_31_ok_ok_rd4_rw8.cu3s,0,data/val/20250310_084302_frame_31_ok_ok_rd4_rw8.json
data/val/20250310_084358_frame_32_ok_ok_rd4_rw8.cu3s,0,data/val/20250310_084358_frame_32_ok_ok_rd4_rw8.json
data/val/20250310_085154_frame_33_ok_ok_rd4_rw8.cu3s,0,data/val/20250310_085154_frame_33_ok_ok_rd4_rw8.json
data/val/20250310_085219_frame_34_ok_ok_rd4_rw8.cu3s,0,data/val/20250310_085219_frame_34_ok_ok_rd4_rw8.json
data/val/20250310_085556_frame_35_ok_ok_rd4_rw8.cu3s,0,data/val/20250310_085556_frame_35_ok_ok_rd4_rw8.json
data/val/20250310_151422_frame_101_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_151422_frame_101_ok_nok_rdx_rwx.json
data/val/20250310_151530_frame_102_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_151530_frame_102_ok_nok_rdx_rwx.json
